"text","cmp_code","eu_code"
"Successfully combatting human smuggling, through the adoption of the Protecting Canada's Immigration System Act, which has helped to stop dangerous marine smuggling operations from targeting Canada.","605",NA
"Significantly improving immigration security screening through the adoption of a biometric visa requirement, electronic travel authorization for visa-exempt nationals, an entry-exit information system,","605",NA
"and the Faster Removal of Foreign Criminals Act.","605",NA
"These policies are helping to transform Canada's immigration system,","705",NA
"support Canada's economy,","410",NA
"and provide greater opportunity to new Canadians.","705",NA
"A re-elected Conservative Government will continue to make the immigration system faster, flexible, and more responsive to the needs of Canada's economy.","303",NA
"We'll continue to be a world leader in refugee protection.","503",NA
"We'll increase the intake of applications for the parents and grandparents sponsorship program,","705",NA
"as the backlog and processing times continue to decrease.","303",NA
"SPURRING INNOVATION AND RESEARCH AND DEVELOPMENT",NA,NA
"The marketplace is dynamic.","410",NA
"Canadian businesses grow and succeed by staying ahead of the competition.","410",NA
"This means adopting new technologies and developing new goods, services, and processes.","411",NA
"Staying ahead means never growing complacent and always innovating.","411",NA
"Our Conservative Government has helped Canadian businesses invest and grow through targeted tax relief,","402",NA
"new financing to develop products and processes,","402",NA
"and partnerships with universities, colleges, and polytechnics to test out new ideas and turn them into the next big technology success story.","411",NA
"A re-elected Conservative Government will continue to help Canadian businesses adopt advanced technologies and carry out research and development by:   Implementing the $100 million Automotive Supplier Innovation Program to support product development and technology demonstration by Canadian automotive parts suppliers.","411",NA
"Rolling out the $200 million Advanced Manufacturing Fund to support new and innovative products and production methods in Ontario.","402",NA
"Working with Canada's world-leading aerospace industry to develop a national supplier development initiative to ensure Canada's aerospace industry remains a global technology leader and a major source of high-quality jobs.","402",NA
"Continuing our participation in the International Space Station which will mean new opportunities for Canada's space industry,","107",NA
"and expanding support for Canada's satellite telecommunications sector through its partnership with the European Space Agency.","411",NA
"Providing ongoing support to the National Research Council's transformation to better serve the research and development needs of Canadian businesses.","411",NA
"This includes ongoing support for the Industrial Research Assistance Program which is helping small-and medium-sized businesses finance research initiatives.","411",NA
"Expanding our support for the National Optics Institute in Quebec City, to continue its leadership in business-oriented optic and photonic research.","411",NA
"We'll also continue to support research and development at Canada's universities, colleges, and polytechnics.","411",NA
"Our Government has invested over $13 billion in science, technology and innovation since 2006.","411",NA
"And Canada has consistently ranked first in the G-7 for research and development spending in the higher education sector as a share of GDP.","411",NA
"A re-elected Conservative Government will continue to support basic and applied post-secondary research by:   Implementing the $1.5 billion Canada First Research Excellence Fund to support world-leading research projects that create long-term economic advantage for Canada.","411",NA
"Continuing to support the Canadian Foundation for Innovation to finance research infrastructure on university, college, and polytechnic campuses.","411",NA
